item,id,src_lat,src_long,dest_lat,des_long,source_name,destination_name,Load,Service,LPHT,SLA
Shipments,MotherHub_MED_MotherHub_PAT_ECO,17.580668,78.469767,25.585908,85.182063,MotherHub_MED,MotherHub_PAT,372,ECO,800,500000
Shipments,MotherHub_STV_MotherHub_KOL_ECO,21.088983,72.915352,22.693624,88.487686,MotherHub_STV,MotherHub_KOL,200,ECO,490,550000
Shipments,MotherHub_STV_MotherHub_MED_ECO,21.088983,72.915352,17.580668,78.469767,MotherHub_STV,MotherHub_MED,539,ECO,15000,650000
Shipments,MotherHub_STV_MotherHub_BAM_REG,21.088983,72.915352,28.54532,77.029136,MotherHub_STV,MotherHub_BAM,19,REG,400,190000
Shipments,MotherHub_MED_MotherHub_MUM_REG,17.580668,78.469767,19.080923,72.879793,MotherHub_MED,MotherHub_MUM,179,REG,800,200000
Shipments,MotherHub_MED_MotherHub_PTI_ECO,17.580668,78.469767,28.307612,76.81791,MotherHub_MED,MotherHub_PTI,280,ECO,3000,450000
Shipments,MotherHub_MED_MotherHub_PUNE_REG,17.580668,78.469767,18.607342,73.727015,MotherHub_MED,MotherHub_PUNE,230,REG,35000,520000
Shipments,MotherHub_MED_MotherHub_BAM_ECO,17.580668,78.469767,28.54532,77.029136,MotherHub_MED,MotherHub_BAM,240,ECO,80000,300000
Shipments,MotherHub_STV_MotherHub_KOL_REG,21.088983,72.915352,22.693624,88.487686,MotherHub_STV,MotherHub_KOL,100,REG,1500,200000
